Source,Category,Subcategory,Count,Percentage
GPT-5.1,Size,Medium,951,29.17177914110429
GPT-5.1,Size,Small,713,21.87116564417178
GPT-5.1,Granularity,Document-level,1499,43.61361652604015
GPT-5.1,Granularity,Object-level,430,12.510910677916787
GPT-5.1,Granularity,Sentence-level,942,27.407622926971197
GPT-5.1,Granularity,Token-level,254,7.390165842304334
GPT-5.1,Granularity,Frame-level,258,7.506546406750073
GPT-5.1,Granularity,Pixel-level,54,1.5711376200174572
GPT-5.1,Linguistic,monolingual,3005,92.17791411042946
GPT-5.1,Linguistic,multilingual,242,7.423312883435583
GPT-5.1,Linguistic,cross-lingual,13,0.39877300613496935
GPT-5.1,CognitiveAffective,Attention,459,6.588201521458304
GPT-5.1,CognitiveAffective,Memory,409,5.870532510406201
GPT-5.1,CognitiveAffective,Reasoning,1784,25.60643031433903
GPT-5.1,CognitiveAffective,Emotion,341,4.894502655375341
GPT-5.1,CognitiveAffective,Decision Making,821,11.784125161475528
GPT-5.1,CognitiveAffective,Perception,628,9.013922778814411
GPT-5.1,CognitiveAffective,Social Reasoning,553,7.937419262236256
GPT-5.1,CognitiveAffective,Learning,530,7.60729151715229
GPT-5.1,CognitiveAffective,Problem Solving,983,14.10937275728434
GPT-5.1,CognitiveAffective,Cognitive Load,14,0.20094732309458876
GPT-5.1,CognitiveAffective,Empathy,104,1.4927515429883738
GPT-5.1,CognitiveAffective,Moral Cognition,249,3.5739916750394713
GPT-5.1,CognitiveAffective,Theory of Mind,38,0.545428448399598
GPT-5.1,CognitiveAffective,Personality,54,0.775082531936271
GPT-5.1,DataQuality,Curated,2715,83.28220858895705
GPT-5.1,DataQuality,Noisy,545,16.717791411042946
Gemini 3 Pro,Modalities,Text,2434,61.23270440251572
Gemini 3 Pro,Modalities,Spatial,185,4.654088050314465
Gemini 3 Pro,Modalities,Time series,376,9.459119496855346
Gemini 3 Pro,Modalities,Graph,176,4.427672955974843
Gemini 3 Pro,Modalities,Multimodal,337,8.477987421383649
Gemini 3 Pro,Modalities,Image,283,7.119496855345912
Gemini 3 Pro,Modalities,Video,141,3.547169811320755
Gemini 3 Pro,Modalities,Audio,43,1.0817610062893082
Gemini 3 Pro,TaskTypes,Classification,1365,19.825708061002178
Gemini 3 Pro,TaskTypes,Retrieval,386,5.60639070442992
Gemini 3 Pro,TaskTypes,Clustering,45,0.6535947712418301
Gemini 3 Pro,TaskTypes,Summarization,223,3.238925199709514
Gemini 3 Pro,TaskTypes,Question answering,1046,15.192447349310095
Gemini 3 Pro,TaskTypes,Reasoning,1339,19.4480755265069
Gemini 3 Pro,TaskTypes,Forecasting,231,3.355119825708061
Gemini 3 Pro,TaskTypes,Generation,838,12.171387073347857
Gemini 3 Pro,TaskTypes,Multimodal integration,192,2.7886710239651413
Gemini 3 Pro,TaskTypes,Sequence labeling,116,1.6848220769789397
Gemini 3 Pro,TaskTypes,Reinforcement learning,141,2.047930283224401
Gemini 3 Pro,TaskTypes,Translation,43,0.6245461147421931
Gemini 3 Pro,TaskTypes,Alignment,266,3.8634713144517066
Gemini 3 Pro,TaskTypes,Dialogue,254,3.6891793754538855
Gemini 3 Pro,TaskTypes,Regression,262,3.805374001452433
Gemini 3 Pro,TaskTypes,Decision Making,6,0.08714596949891067
Gemini 3 Pro,TaskTypes,Object detection,117,1.6993464052287581
Gemini 3 Pro,TaskTypes,Ranking,10,0.14524328249818447
Gemini 3 Pro,TaskTypes,Evaluation,1,0.014524328249818447
Gemini 3 Pro,TaskTypes,Safety,3,0.04357298474945533
Gemini 3 Pro,TaskTypes,Problem Solving,1,0.014524328249818447
Gemini 3 Pro,Domains,General,1355,26.444184231069478
Gemini 3 Pro,Domains,Scientific / academic,701,13.680718188914911
Gemini 3 Pro,Domains,Entertainment,160,3.12256049960968
Gemini 3 Pro,Domains,Social,551,10.753317720530834
Gemini 3 Pro,Domains,Economics,210,4.098360655737705
Gemini 3 Pro,Domains,Geospatial,79,1.5417642466822794
Gemini 3 Pro,Domains,Infrastructure,398,7.767369242779079
Gemini 3 Pro,Domains,Environmental,60,1.1709601873536302
Gemini 3 Pro,Domains,Education,428,8.352849336455893
Gemini 3 Pro,Domains,Healthcare,253,4.937548790007806
Gemini 3 Pro,Domains,Vision,403,7.864949258391881
Gemini 3 Pro,Domains,Biology,59,1.1514441842310696
Gemini 3 Pro,Domains,Ontology,41,0.8001561280249805
Gemini 3 Pro,Domains,Robotics,139,2.712724434035909
Gemini 3 Pro,Domains,Media,193,3.7665886026541764
Gemini 3 Pro,Domains,Legal,58,1.1319281811085091
Gemini 3 Pro,Domains,Chemistry,35,0.6830601092896175
Gemini 3 Pro,Domains,Transportation,1,0.0195160031225605
Gemini 3 Pro,Annotation,Fully Supervised,1931,38.75953432356483
Gemini 3 Pro,Annotation,Crowdsourced,1030,20.67442794058611
Gemini 3 Pro,Annotation,Weakly Supervised,230,4.616619831393015
Gemini 3 Pro,Annotation,Self-Supervised,396,7.948615014050582
Gemini 3 Pro,Annotation,Expert Annotations,1264,25.37133681252509
Gemini 3 Pro,Annotation,Reinforcement Feedback,123,2.4688879967884385
Gemini 3 Pro,Annotation,Curated,6,0.12043356081894822
Gemini 3 Pro,Annotation,Semi-Supervised,2,0.04014452027298274
Gemini 3 Pro,Size,Large,1315,43.342122610415295
Gemini 3 Pro,Size,Medium,1004,33.09162821357943
Gemini 3 Pro,Size,Small,715,23.566249176005275
Gemini 3 Pro,Granularity,Document-level,1518,47.69085768143261
Gemini 3 Pro,Granularity,Object-level,297,9.330819981149858
Gemini 3 Pro,Granularity,Token-level,237,7.445805843543826
Gemini 3 Pro,Granularity,Sentence-level,851,26.73578385171222
Gemini 3 Pro,Granularity,Frame-level,219,6.8803016022620165
Gemini 3 Pro,Granularity,Pixel-level,59,1.853597235312598
Gemini 3 Pro,Granularity,Image-level,2,0.06283380458686773
Gemini 3 Pro,Linguistic,multilingual,249,8.206987475280158
Gemini 3 Pro,Linguistic,monolingual,2773,91.39749505603164
Gemini 3 Pro,Linguistic,cross-lingual,12,0.3955174686882004
Gemini 3 Pro,CognitiveAffective,Reasoning,1692,26.119172584130908
Gemini 3 Pro,CognitiveAffective,Memory,378,5.835134300710096
Gemini 3 Pro,CognitiveAffective,Emotion,338,5.217659771534424
Gemini 3 Pro,CognitiveAffective,Learning,492,7.59493670886076
Gemini 3 Pro,CognitiveAffective,Problem Solving,990,15.28249459709787
Gemini 3 Pro,CognitiveAffective,Decision Making,729,11.253473294226612
Gemini 3 Pro,CognitiveAffective,Perception,516,7.965421426366162
Gemini 3 Pro,CognitiveAffective,Attention,399,6.159308428527323
Gemini 3 Pro,CognitiveAffective,Empathy,87,1.3430071009570854
Gemini 3 Pro,CognitiveAffective,Social Reasoning,494,7.625810435319543
Gemini 3 Pro,CognitiveAffective,Moral Cognition,239,3.6894103118246377
Gemini 3 Pro,CognitiveAffective,Theory of Mind,57,0.8799012040753319
Gemini 3 Pro,CognitiveAffective,Personality,49,0.7564062982401976
Gemini 3 Pro,CognitiveAffective,Cognitive Load,18,0.2778635381290522
Gemini 3 Pro,DataQuality,Curated,2494,82.14756258234519
Gemini 3 Pro,DataQuality,Noisy,542,17.85243741765481
