source,dataset_subcategory,model_subcategory,paper_count,paper_percent,model_column_percent,dataset_row_percent
GT,"Reasoning, Alignment",Meta AI,1,0.11,0.07,33.33
GT,"Reasoning, Alignment",OpenAI,1,0.11,0.06,33.33
GT,Sequence labeling,Databricks / MosaicML,1,0.11,7.14,0.57
GT,Alignment,Stability AI,1,0.11,4.35,0.16
GT,Decision making,OpenAI,1,0.11,0.06,100.0
GT,Forecasting,NVIDIA / NeMo,1,0.11,0.98,0.36
GT,"Summarization, Retrieval",Other / Academic,1,0.11,0.05,20.0
GT,Dialogue,Databricks / MosaicML,1,0.11,7.14,0.19
GT,"Summarization, Retrieval",Alibaba / Qwen team,1,0.11,0.07,20.0
GT,Reinforcement learning,Hugging Face,1,0.11,0.81,0.53
GT,"Retrieval, Reasoning",Alibaba / Qwen team,1,0.11,0.07,33.33
GT,Sequence labeling,Hugging Face,1,0.11,0.81,0.57
GT,Ranking,Cohere,1,0.11,5.56,3.23
GT,"Retrieval, Reasoning",DeepSeek,1,0.11,0.12,33.33
GT,"Retrieval, Reasoning",Microsoft Research,1,0.11,0.26,33.33
GT,Ranking,Microsoft Research,1,0.11,0.26,3.23
GT,Regression,Cohere,1,0.11,5.56,0.25
GT,Clustering,Hugging Face,1,0.11,0.81,1.45
GT,Summarization,Databricks / MosaicML,1,0.11,7.14,0.24
GT,Translation,NVIDIA / NeMo,1,0.11,0.98,1.22
GT,Decision Making,Mistral AI,1,0.11,0.2,5.88
GT,Decision Making,Google DeepMind,1,0.11,0.1,5.88
GT,Decision Making,Microsoft Research,1,0.11,0.26,5.88
GT,Translation,Databricks / MosaicML,1,0.11,7.14,1.22
GT,Reasoning,Databricks / MosaicML,1,0.11,7.14,0.05
GT,Alignment,Cohere,1,0.11,5.56,0.16
GT,Object detection,NVIDIA / NeMo,1,0.11,0.98,0.69
